2019-05-02 16:28:01.509 [main] INFO  - [CEO, Andrey, Holenkov, 0, 200]
2019-05-05 19:03:22.902 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:07:27.384 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:10:15.293 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:11:28.573 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:11:54.734 [main] INFO  - [[s, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:15:36.095 [main] INFO  - [[s, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:32:21.576 [main] INFO  - [[s, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 950, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:33:17.980 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 9500, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:34:18.525 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 19:38:33.439 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 22:05:04.127 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 22:41:17.421 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-05 22:43:54.626 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-06 10:11:47.025 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-06 10:27:01.383 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-06 10:30:36.210 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 18000, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Development, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400, false], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-06 10:41:18.587 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-06 10:44:56.512 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
2019-05-06 11:00:46.571 [main] INFO  - [[1, Development, Junior Developer, Andrey, Holenkov, 1, 400, 1], [2, Development, Senior Developer, Evgeny, Petrov, 5, 1600, 4], [3, Development, Senior Developer, Ivan, Ivanov, 7, 1800, 5], [4, Development, Middle Developer, Nataly, Gulevich, 3, 900, 1], [5, Development, Middle Developer, Dmitry, Goman, 2, 1100, 2], [6, Team Lead, Alexander, Chorba, 6, 2500, 6], [7, Development, Junior Developer, Tania, Kurs, 2, 550, 2], [8, Management, Project Manager, Pavel, Sidorov, 3, 2000, good], [9, Management, Senior Project Manager, Alex, Mitrofanov, 5, 2300, very good], [10, Management, Sales Manager, Pavel, Prostov, 2, 770, not good], [11, Management, Junior Sales Manager, Alexey, Protas, 1, 500, perfect], [12, Management, Product Manager, Alexander, Frolov, 3, 900, bad], [13, Management, Junior Sales Manager, Zinaida, Letova, 2, 600, bad], [14, QA Department, Lead Tester, Olga, Mager, 4, 1400, true], [15, QA Department, Lead Tester, Katerina, Tamanovich, 5, 1800, true], [16, QA Department, Junior QA Engineer, Vladimir, Okulik, 1, 400], [17, QA Department, Junior QA Engineer, Konstantin, Orehov, 2, 450, false], [18, QA Department, Middle QA Engineer, Ury, Selvich, 2, 800, false], [19, QA Department, Middle QA Engineer, Dmitry, Marhonko, 3, 1000, true], [20, QA Department, Junior QA Engineer, Valery, Gorodko, 2, 480, false]]
